ID,Card Name,Attribute,Sub Type,Level,ATK,DEF,Card Text,Card Image,Synchro,Tuner,Xyz,Pendulum,Fusion,Ritual,Effect,Extra Deck,
423,Ushi Oni,Dark,Fiend,6,2150,1950,"A bull fiend restored by the dark arts, this monster appears out of a jar.",https://ygoprodeck.com/pics/48649353.jpg,No,No,No,No,No,No,No,No,
424,Venom Cobra,Earth,Reptile,4,100,2000,"Hard scales cover all parts of this gigantic cobra. It hunts by shooting large amounts of venom, but because of its large size, its attack pattern is easily predicted.",https://ygoprodeck.com/pics/22499463.jpg,No,No,No,No,No,No,No,No,
425,Violent Rain,Water,Aqua,4,1550,800,This monster can call forth sudden torrents of battering rain.,https://ygoprodeck.com/pics/94042337.jpg,No,No,No,No,No,No,No,No,
426,Volcanic Rat,Fire,Pyro,1,500,500,This mutated mouse dwells in the core of active volcanoes. No amount of heat is too much for it to bear.,https://ygoprodeck.com/pics/33112041.jpg,No,No,No,No,No,No,No,No,
427,Vorse Raider,Dark,Beast-Warrior,4,1900,1200,This wicked Beast-Warrior does every horrid thing imaginable and loves it! His axe bears the marks of his countless victims.,https://ygoprodeck.com/pics/14898066.jpg,No,No,No,No,No,No,No,No,
428,V-Tiger Jet,Light,Machine,4,1600,1800,This ace fighter is unbeatable in a dogfight. It combines with other monsters to launch an array of encircling attacks.,https://ygoprodeck.com/pics/51638941.jpg,No,No,No,No,No,No,No,No,
429,Warrior of Tradition,Earth,Warrior,6,1900,1700,"Sonic Maid + ""Beautiful Headhuntress""",https://ygoprodeck.com/pics/56413937.jpg,No,No,No,No,Yes,No,No,Yes,
430,Warrior of Zera,Earth,Warrior,4,1600,1600,"A wandering warrior who seeks the sanctuary where he can gain the power of the Archlords. To escape the temptation of evil fiends, he fights solo day by day.",https://ygoprodeck.com/pics/66073051.jpg,No,No,No,No,No,No,No,No,
431,Water Magician,Water,Aqua,4,1400,1000,This monster swamps an opponent with an almost endless supply of water.,https://ygoprodeck.com/pics/93343894.jpg,No,No,No,No,No,No,No,No,
432,Water Omotics,Water,Aqua,4,1400,1200,Transforms the water overflowing from a jar into attacking dragons.,https://ygoprodeck.com/pics/2483611.jpg,No,No,No,No,No,No,No,No,
433,Wattaildragon,Light,Dragon,6,2500,1000,"Capable of indefinite flight. Attacks by wrapping its body with electricity and ramming into opponents.
IMPORTANT: Capturing the ""Wattaildragon"" is forbidden by the Ancient Rules and is a Level 6 offense, the minimum sentence for which is imprisonment for no less than 2500 heliocycles.",https://ygoprodeck.com/pics/87151205.jpg,No,No,No,No,No,No,No,No,
434,Wattkid,Light,Thunder,3,1000,500,A creature that electrocutes opponents with bolts of lightning.,https://ygoprodeck.com/pics/27324313.jpg,No,No,No,No,No,No,No,No,
435,Whiptail Crow,Dark,Fiend,4,1650,1600,Attacks from the sky with a whip-like tail.,https://ygoprodeck.com/pics/91996584.jpg,No,No,No,No,No,No,No,No,
436,White Duston,Light,Fiend,1,0,1000,The proudust of them all.,https://ygoprodeck.com/pics/3557275.jpg,No,No,No,No,No,No,No,No,
437,"Winged Dragon, Guardian of the Fortress 1",Wind,Dragon,4,1400,1200,A dragon commonly found guarding mountain fortresses. Its signature attack is a sweeping dive from out of the blue.,https://ygoprodeck.com/pics/87796900.jpg,No,No,No,No,No,No,No,No,
438,"Winged Dragon, Guardian of the Fortress 2",Wind,Winged Beast,4,1200,1000,This creature's wings are capable of generating tornadoes.,https://ygoprodeck.com/pics/57405307.jpg,No,No,No,No,No,No,No,No,
439,Wings of Wicked Flame,Fire,Pyro,2,700,600,Crimson wings of fire make this a very lethal creature.,https://ygoprodeck.com/pics/92944626.jpg,No,No,No,No,No,No,No,No,
440,Wingweaver,Light,Fairy,7,2750,2400,A six-winged fairy who prays for peace and hope.,https://ygoprodeck.com/pics/31447217.jpg,No,No,No,No,No,No,No,No,
441,Witty Phantom,Dark,Fiend,4,1400,1300,"Dressed in a night-black tuxedo, this creature presides over death.",https://ygoprodeck.com/pics/36304921.jpg,No,No,No,No,No,No,No,No,
442,Wolf,Earth,Beast,3,1200,800,"Dis alpha wolf yoozes his sense a smell ta find da enemy. 'ey, quit sniffing at my socks!",https://ygoprodeck.com/pics/49417509.jpg,No,No,No,No,No,No,No,No,
443,Wolf Axwielder,Earth,Beast-Warrior,4,1650,1000,"Once it has started battle, this monster attacks fiercely and cannot stop.",https://ygoprodeck.com/pics/56369281.jpg,No,No,No,No,No,No,No,No,
444,Woodborg Inpachi,Fire,Machine,5,500,2500,"The new form of the enigmatic Inpachi, remodeled by cutting-edge Dark World technology. Maneuverability has been sacrificed for strong armor, which was considered more important.",https://ygoprodeck.com/pics/35322812.jpg,No,No,No,No,No,No,No,No,
445,Worm Drake,Earth,Reptile,4,1400,1500,"Once this monster wraps itself around a victim, there is no escape.",https://ygoprodeck.com/pics/73216412.jpg,No,No,No,No,No,No,No,No,
446,WOW Warrior,Water,Fish,4,1250,900,"A fish with arms, legs and some very sharp teeth.",https://ygoprodeck.com/pics/69750536.jpg,No,No,No,No,No,No,No,No,
447,Wretched Ghost of the Attic,Dark,Fiend,2,550,400,A harmless monster found lurking in just about any attic.,https://ygoprodeck.com/pics/17238333.jpg,No,No,No,No,No,No,No,No,
448,X-Saber Anu Piranha,Earth,Warrior,4,1800,1100,"A female X-Saber Warrior, known for her graceful attacks and calm decision making in battle. Her ambition is merciless, and strikes fear in the hearts of her enemies.",https://ygoprodeck.com/pics/23115241.jpg,No,No,No,No,No,No,No,No,
449,Yamadron,Fire,Dragon,5,1600,1800,This monster has three fire-breathing heads and can form a sea of blazing flames.,https://ygoprodeck.com/pics/70345785.jpg,No,No,No,No,No,No,No,No,
450,Yaranzo,Dark,Zombie,4,1300,1500,A treasure box containing a monster that attacks any unwary bandit.,https://ygoprodeck.com/pics/71280811.jpg,No,No,No,No,No,No,No,No,
451,Zoa,Dark,Fiend,7,2600,1900,"A monster whose full potential can be achieved when outfitted with ""Metalmorph""",https://ygoprodeck.com/pics/24311372.jpg,No,No,No,No,No,No,No,No,
452,Zombino,Earth,Zombie,4,2000,0,"The two are so close
The die and return to life
Inseparable",https://ygoprodeck.com/pics/14575467.jpg,No,No,No,No,No,No,No,No,
453,Amphibian Beast,Water,Fish,6,2400,2000,"On land or in the sea, the speed of this monster is unmatchable.",https://vignette.wikia.nocookie.net/yugioh/images/b/bd/AmphibianBeast-DB1-EN-C-UE.jpg/revision/latest/scale-to-width-down/300?cb=20061204224050,No,No,No,No,No,No,No,No,
454,Ancient One of the Deep Forest,Earth,Beast,6,1800,1900,"This creature adopts the form of a white goat living in the forest, but is actually a Forest Elder.",https://vignette.wikia.nocookie.net/yugioh/images/4/46/AncientOneoftheDeepForest-SRL-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20150202174629,No,No,No,No,No,No,No,No,
455,Bokoichi the Freightening Car,Dark,Machine,2,500,500,"A freight car that is exclusively for Dekoichi. It can transport anything, but most cargo arrives broken.",https://vignette.wikia.nocookie.net/yugioh/images/a/ac/BokoichitheFreighteningCar-DR3-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20080116040704,No,No,No,No,No,No,No,No,
456,Cloudian - Smoke Ball,Water,Fairy,1,200,600,"Smoke Balls are newly born Cloudians. They fear being alone, and would rather swing and sway in the sky with their friends.",https://vignette.wikia.nocookie.net/yugioh/images/e/e8/CloudianSmokeBall-GLAS-EN-C-1E.png/revision/latest/scale-to-width-down/300?cb=20080526034656,No,No,No,No,No,No,No,No,
457,Cyber Soldier of the Darkworld,Dark,Machine,4,1400,1200,A mechanical soldier that won't stop attacking until all of its life readings have been extinguished from its sensors.,https://vignette.wikia.nocookie.net/yugioh/images/9/93/CyberSoldierofDarkworld-TP1-NA-C-UE.jpg/revision/latest?cb=20090220203153,No,No,No,No,No,No,No,No,
458,Dark Bat,Wind,Winged Beast,3,1000,1000,Bats from the netherworld that use their hyper senses to detect their enemies.,https://vignette.wikia.nocookie.net/yugioh/images/3/38/DarkBat-PSV-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20150513184519,No,No,No,No,No,No,No,No,
459,Dark King of the Abyss,Dark,Fiend,3,1200,800,It's said that this King of the Netherworld once had the power to rule over the dark.,https://vignette.wikia.nocookie.net/yugioh/images/e/e1/DarkKingoftheAbyss-LCYW-EN-ScR-1E.png/revision/latest/scale-to-width-down/300?cb=20130828165837,No,No,No,No,No,No,No,No,
460,Dharma Cannon,Dark,Machine,2,900,500,A monstrous creature whose body is lined with cannons that never miss their targets.,https://vignette.wikia.nocookie.net/yugioh/images/b/be/DharmaCannon-TP2-NA-C-UE.jpg/revision/latest/scale-to-width-down/300?cb=20081030234119,No,No,No,No,No,No,No,No,
461,Dig Beak,Earth,Beast,2,500,800,"This beast coils like a snake, and strikes quickly with its snapping beak.",https://vignette.wikia.nocookie.net/yugioh/images/9/92/DigBeak-TP7-EN-C-UE.jpg/revision/latest/scale-to-width-down/300?cb=20081030173255,No,No,No,No,No,No,No,No,
462,Dunames Dark Witch,Light,Fairy,4,1800,1050,"Even when all odds are against this brave fairy, she will press onwards in battle and never retreat.",https://vignette.wikia.nocookie.net/yugioh/images/b/b0/DunamesDarkWitch-LCJW-EN-UR-1E.png/revision/latest/scale-to-width-down/300?cb=20131012123231,No,No,No,No,No,No,No,No,
463,Elemental HERO Neos,Light,Warrior,7,2500,2000,A new Elemental HERO has arrived from Neo-Space! When he initiates a Contact Fusion with a Neo-Spacian his unknown powers are unleashed.,https://vignette.wikia.nocookie.net/yugioh/images/5/5e/ElementalHERONeos-SDHS-EN-C-1E.png/revision/latest/scale-to-width-down/300?cb=20150131130730,No,No,No,No,No,No,No,No,
464,Flame Cerberus,Fire,Pyro,6,2100,1800,"Known to many as the ""Burning Executioner"", this monster is capable of burning enemies to cinders.",https://vignette.wikia.nocookie.net/yugioh/images/9/9e/FlameCerebrus-MRD-NA-C-UE.png/revision/latest?cb=20150430002213,No,No,No,No,No,No,No,No,
465,Flame Dancer,Fire,Pyro,2,550,450,This monster moves while swinging its burning rope.,https://vignette.wikia.nocookie.net/yugioh/images/5/52/FlameDancer-LON-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20150509204942,No,No,No,No,No,No,No,No,
466,Giant Turtle Who Feeds on Flames,Water,Aqua,5,1400,1800,A crimson-shelled tortoise that feeds on flames.,https://vignette.wikia.nocookie.net/yugioh/images/b/b7/GiantTurtleWhoFeedsonFlames-SRL-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20150202183610,No,No,No,No,No,No,No,No,
467,Gladiator Beast Andal,Earth,Beast-Warrior,4,1900,1500,This one-eyed warrior bear is an aggressive hunter that strikes down its prey with the powerful swipes of its claws. No one can bear the brunt of his tremendously fast and heavy blows.,https://vignette.wikia.nocookie.net/yugioh/images/0/0e/GladiatorBeastAndal-LCGX-EN-C-1E.png/revision/latest/scale-to-width-down/300?cb=20111007023227,No,No,No,No,No,No,No,No,
468,Goblin Calligrapher,Dark,Fiend,1,400,400,"A Goblin who devotes himself to mastering perfect calligraphy of the word ""False"". He gives his all to each stroke.",https://vignette.wikia.nocookie.net/yugioh/images/d/d0/GoblinCalligrapher-DR3-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20160615193737,No,No,No,No,No,No,No,No,
469,Hercules Beetle,Earth,Insect,5,1500,2000,A massive beetle with a tough carapace and a dangerous horn.,https://vignette.wikia.nocookie.net/yugioh/images/d/d9/HerculesBeetle-TP1-NA-C-UE.jpg/revision/latest/scale-to-width-down/300?cb=20090220203130,No,No,No,No,No,No,No,No,
470,Hero of the East,Earth,Warrior,3,1100,1000,Feel da strength ah dis sword-swinging samurai from da Far East.,https://vignette.wikia.nocookie.net/yugioh/images/d/dd/HerooftheEast-LCJW-EN-C-1E.png/revision/latest/scale-to-width-down/300?cb=20131013075055,No,No,No,No,No,No,No,No,
471,Hysteric Fairy,Light,Fairy,4,1800,500,Tribute 2 monsters on your side of the field to increase your Life Points by 1000 points.,https://vignette.wikia.nocookie.net/yugioh/images/e/e8/HystericFairy-DB1-EN-C-UE.jpg/revision/latest/scale-to-width-down/300?cb=20061204224120,No,No,No,No,No,No,No,No,
472,Illusionist Faceless Mage,Dark,Spellcaster,5,1200,2200,Manipulates enemy attacks with the power of illusion.,https://vignette.wikia.nocookie.net/yugioh/images/d/d2/IllusionistFacelessMage-DB2-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20150107033325,No,No,No,No,No,No,No,No,
473,Jerry Beans Man,Earth,Plant,3,1750,0,"Jerry, a bean soldier, believes he is the strongest warrior in the world, but his true abilities are still untested.",https://vignette.wikia.nocookie.net/yugioh/images/e/e9/JerryBeansMan-BP03-EN-C-1E.png/revision/latest/scale-to-width-down/300?cb=20140801084200,No,No,No,No,No,No,No,No,
474,Lady of Faith,Light,Spellcaster,3,1100,800,Soothes the souls of others by chanting a mysterious spell.,https://vignette.wikia.nocookie.net/yugioh/images/f/f0/LadyofFaith-MRD-NA-C-1E.png/revision/latest/scale-to-width-down/300?cb=20160526135321,No,No,No,No,No,No,No,No,
475,Liquid Beast,Water,Aqua,3,950,800,A liquid life form that thrives on water.,https://vignette.wikia.nocookie.net/yugioh/images/c/c4/LiquidBeast-SRL-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20140502031719,No,No,No,No,No,No,No,No,
476,Man Eater,Earth,Plant,2,800,600,Man-eating plant with poison feelers for attacking enemies.,https://vignette.wikia.nocookie.net/yugioh/images/4/43/ManEater-LOB-NA-C-1E.jpg/revision/latest/scale-to-width-down/300?cb=20090329052727,No,No,No,No,No,No,No,No,
477,Meda Bat,Dark,Fiend,2,800,400,"An eyeball fiend created by a servant of the wicked, it uses ""Dark Bombs"" to blow away its enemies.",https://vignette.wikia.nocookie.net/yugioh/images/1/1c/MedaBat-LOB-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20140825154701,No,No,No,No,No,No,No,No,
478,Melchid the Four-Face Beast,Dark,Fiend,4,1500,1200,This monster has four different masks for four different attacks.,https://vignette.wikia.nocookie.net/yugioh/images/3/37/MelchidtheFourFaceBeast-RP02-EN-C-UE.jpg/revision/latest/scale-to-width-down/300?cb=20091111134738,No,No,No,No,No,No,No,No,
479,Molten Behemoth,Fire,Pyro,5,1000,2200,"A giant born from magma, it attacks with a magma punch.",https://vignette.wikia.nocookie.net/yugioh/images/5/52/MoltenBehemoth-PGD-NA-C-UE.png/revision/latest/scale-to-width-down/300?cb=20120711055303,No,No,No,No,No,No,No,No,
480,Mystical Shine Ball,Light,Fairy,2,500,500,"A soul of light covered by mystical shine. When you see its beautiful shape, your dream will come true.",https://vignette.wikia.nocookie.net/yugioh/images/c/ce/MysticalShineBall-OP05-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20170807201237,No,No,No,No,No,No,No,No,
481,Pale Beast,Earth,Beast,4,1500,1200,"With skin tinged bluish-white, this strange creature is a fearsome sight to behold.",https://vignette.wikia.nocookie.net/yugioh/images/7/70/PaleBeast-MRD-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20150508170247,No,No,No,No,No,No,No,No,
482,People Running About,Fire,Pyro,2,600,600,"Although they always suffer in silence, they swear an oath to inevitably revolt.",https://vignette.wikia.nocookie.net/yugioh/images/a/aa/PeopleRunningAbout-DR1-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20140108183642,No,No,No,No,No,No,No,No,
483,"Renge, Gatekeeper of Dark World",Dark,Fiend,4,100,2100,"His renowned athletic physique has made him famous with the populace of Dark World. They call him ""Iron Wall Renge"" because no one can break through his incredible defenses.",https://vignette.wikia.nocookie.net/yugioh/images/5/51/RengeGatekeeperofDarkWorld-SDGU-EN-C-1E.jpg/revision/latest/scale-to-width-down/300?cb=20111020044509,No,No,No,No,No,No,No,No,
484,Saggi the Dark Clown,Dark,Spellcaster,3,600,1500,This clown appears from nowhere and executes very strange moves to avoid enemy attacks.,https://vignette.wikia.nocookie.net/yugioh/images/7/7c/SaggitheDarkClown-DPKB-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20161110101511,No,No,No,No,No,No,No,No,
485,Shining Abyss,Light,Fairy,4,1600,1800,This monster employs the powers of both Light and Darkness.,https://vignette.wikia.nocookie.net/yugioh/images/1/1a/ShiningAbyss-DB1-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20140407024628,No,No,No,No,No,No,No,No,
486,Silver Fang,Earth,Beast,3,1200,800,"A snow wolf that's beautiful to the eye, but absolutely vicious in battle.",https://vignette.wikia.nocookie.net/yugioh/images/2/2a/SilverFang-LCYW-EN-UR-1E.jpg/revision/latest/scale-to-width-down/300?cb=20121003155910,No,No,No,No,No,No,No,No,
487,Sky Scout,Wind,Winged Beast,4,1800,600,"With eyes like a hawk and a flying speed exceeding Mach 5, this monster is a master of the sky.",https://vignette.wikia.nocookie.net/yugioh/images/8/84/SkyScout-AP02-EN-SP-UE.png/revision/latest?cb=20141106201720,No,No,No,No,No,No,No,No,
488,The 13th Grave,Dark,Zombie,3,1200,900,A zombie that suddenly appeared from plot 13 - an empty grave.,https://vignette.wikia.nocookie.net/yugioh/images/8/80/The13thGrave-LOB-NA-C-UE.png/revision/latest/scale-to-width-down/300?cb=20130421010604,No,No,No,No,No,No,No,No,
489,The Dragon Dwelling in the Cave,Wind,Dragon,4,1300,2000,"A huge dragon dwelling in a cave. It is horrible when it gets angry, although it is usually quiet. It is said to preserve certain treasures.",https://vignette.wikia.nocookie.net/yugioh/images/4/42/TheDragonDwellingintheCave-YS15-NA-C-1E.png/revision/latest/scale-to-width-down/300?cb=20150603144104,No,No,No,No,No,No,No,No,
490,The Earl of Demise,Dark,Fiend,5,2000,700,"This gentlemanly creature is extremely wicked, feared by man and fiend alike.",https://vignette.wikia.nocookie.net/yugioh/images/6/62/TheEarlofDemise-DB1-EN-C-UE.png/revision/latest/scale-to-width-down/300?cb=20140424030720,No,No,No,No,No,No,No,No,
491,The Statue of Easter Island,Earth,Rock,4,1100,1400,A stone monument from Easter Island that launches laser blasts from its rock-hewn lips.,https://vignette.wikia.nocookie.net/yugioh/images/3/3b/TheStatueofEasterIsland-TP1-NA-C-UE.jpg/revision/latest/scale-to-width-down/300?cb=20090220202405,No,No,No,No,No,No,No,No,
492,Tripwire Beast,Earth,Thunder,4,1200,1300,This creature attacks with electromagnetic waves.,https://vignette.wikia.nocookie.net/yugioh/images/3/3c/TripwireBeast-LOB-NA-C-1E.jpg/revision/latest/scale-to-width-down/300?cb=20090329054905,No,No,No,No,No,No,No,No,
493,Two-Mouth Darkruler,Earth,Dragon,3,900,700,"A dinosaur with two deadly jaws, it stores electricity in its horn and releases high voltage bolts from the mouth on its back.",https://vignette.wikia.nocookie.net/yugioh/images/b/b5/TwoMouthDarkruler-LOB-EN-C-UE.jpg/revision/latest?cb=20070303231308,No,No,No,No,No,No,No,No,
494,Warrior Dai Grepher,Earth,Warrior,4,1700,1600,The warrior who can manipulate dragons. Nobody knows his mysterious past.,https://ygoprodeck.com/pics/75953262.jpg,No,No,No,No,No,No,No,No,
495,X-Head Cannon,Light,Machine,4,1800,1500,"A monster with a mighty cannon barrel, it is able to integrate its attacks. It attacks in many ways by combining and separating with other monsters.",https://vignette.wikia.nocookie.net/yugioh/images/7/7e/XHeadCannon-LCKC-EN-UR-1E.png/revision/latest/scale-to-width-down/300?cb=20180323125952,No,No,No,No,No,No,No,No,
496,"Zure, Knight of Dark World",Dark,Fiend,4,1800,1500,The name of this illustrious knight is known by all residents of Dark World. He never oppresses the commoners.,https://vignette.wikia.nocookie.net/yugioh/images/e/e1/ZureKnightofDarkWorld-SDGU-EN-C-1E.jpg/revision/latest/scale-to-width-down/300?cb=20111020044510,No,No,No,No,No,No,No,No,
497,Cyber Falcon,Wind,Machine,4,1400,1200,A jet-powered hawk that travels at the speed of sound.,https://ygoprodeck.com/pics/30655537.jpg,No,No,No,No,No,No,No,No,
498,Gazelle the King of Mythical Beasts,Earth,Beast,4,1500,1200,This monster moves so fast that it looks like an illusion to mortal eyes.,https://ygoprodeck.com/pics/5818798.jpg,No,No,No,No,No,No,No,No,
499,Mad Dog of Darkness,Dark,Beast,4,1900,1400,"He used to be a normal dog who played around in a park, but was corrupted by the powers of darkness.",https://ygoprodeck.com/pics/79182538.jpg,No,No,No,No,No,No,No,No,
500,Sea Serpent Warrior of Darkness,Water,Sea Serpent,4,1800,1500,"A warrior who defends the world of the Sea of Darkness. He prides himself on his fighting prowess both on the ground and, of course, in the water.",https://ygoprodeck.com/pics/42071342.jpg,No,No,No,No,No,No,No,No,
